,time_code,emotion_values.grief,emotion_values.joy,emotion_values.disgust,emotion_values.outofbreath,emotion_values.pain,emotion_values.anger,emotion_values.amazement,emotion_values.cheekiness,emotion_values.sadness,emotion_values.fear
0,0.03331249952316284,0.0,0.3138374090194702,0.0,0.0,0.0,0.0,0.0,0.0,0.02359316684305668,0.016671910881996155
1,0.06662499904632568,0.0,0.3144831657409668,0.0,0.0,0.0,0.0,0.0,0.0,0.024694180116057396,0.017449932172894478
2,0.800000011920929,0.0,0.31553786993026733,0.0,0.0,0.0,0.0,0.0,0.0,0.02649250440299511,0.018720703199505806
3,0.8333125114440918,0.0,0.31683871150016785,0.0,0.0,0.0,0.0,0.0,0.0,0.028710436075925827,0.02028798684477806
4,0.8666250109672546,0.0,0.31827428936958313,0.0,0.0,0.0,0.0,0.0,0.0,0.03115815483033657,0.022017644718289375
5,0.8999375104904175,0.0,0.3197692632675171,0.0,0.0,0.0,0.0,0.0,0.0,0.03370704501867294,0.023818794637918472
6,0.9333124756813049,0.0,0.3212730288505554,0.0,0.0,0.0,0.0,0.0,0.0,0.03627105429768562,0.025630632415413857
7,0.9666249752044678,0.0,0.32275253534317017,0.0,0.0,0.0,0.0,0.0,0.0,0.038793668150901794,0.02741321362555027
8,1.0,0.0,0.32418662309646606,0.0,0.0,0.0,0.0,0.0,0.0,0.041238777339458466,0.029141031205654144
9,1.0333125591278076,0.0,0.32556232810020447,0.0,0.0,0.0,0.0,0.0,0.0,0.04358435049653053,0.03079851157963276
10,1.0666249990463257,0.0,0.3268723487854004,0.0,0.0,0.0,0.0,0.0,0.0,0.04581798240542412,0.032376889139413834
11,1.100000023841858,0.0,0.3284915089607239,0.0,0.0,0.0,0.0,0.0,0.0,0.04751783236861229,0.03363007679581642
12,1.133312463760376,0.0,0.33028024435043335,0.0,0.0,0.0,0.0,0.0,0.0,0.048834946006536484,0.034645743668079376
13,1.1666250228881836,0.0,0.33214396238327026,0.0,0.0,0.0,0.0,0.0,0.0,0.049875665456056595,0.03548591956496239
14,1.2000000476837158,0.0,0.33401942253112793,0.0,0.0,0.0,0.0,0.0,0.0,0.05071498826146126,0.036194633692502975
15,1.2333124876022339,0.0,0.3358650505542755,0.0,0.0,0.0,0.0,0.0,0.0,0.05140594020485878,0.03680328652262688
16,1.2666250467300415,0.0,0.3376542627811432,0.0,0.0,0.0,0.0,0.0,0.0,0.051986146718263626,0.037334393709897995
17,1.2999999523162842,0.0,0.33937084674835205,0.0,0.0,0.0,0.0,0.0,0.0,0.05248239263892174,0.03780421242117882
18,1.3333125114440918,0.0,0.3410056233406067,0.0,0.0,0.0,0.0,0.0,0.0,0.052913863211870193,0.03822460025548935
19,1.3666249513626099,0.0,0.3425543010234833,0.0,0.0,0.0,0.0,0.0,0.0,0.05329437926411629,0.03860428184270859
20,1.399999976158142,0.0,0.3440157175064087,0.0,0.0,0.0,0.0,0.0,0.0,0.053633999079465866,0.03894977271556854
21,1.4333125352859497,0.0,0.34539085626602173,0.0,0.0,0.0,0.0,0.0,0.0,0.05394010618329048,0.03926601633429527
22,1.4666249752044678,0.0,0.346384197473526,0.0,0.0,0.0,0.0,0.0,0.0,0.05485353618860245,0.03951718285679817
23,1.4999375343322754,0.0,0.34710821509361267,0.0,0.0,0.0,0.0,0.0,0.0,0.05614548176527023,0.0397208072245121
24,1.5333125591278076,0.0,0.3476417660713196,0.0,0.0,0.0,0.0,0.0,0.0,0.057658880949020386,0.03988930583000183
25,1.5666249990463257,0.0,0.34804022312164307,0.0,0.0,0.0,0.0,0.0,0.0,0.059286706149578094,0.04003147408366203
26,1.600000023841858,0.0,0.3483424782752991,0.0,0.0,0.0,0.0,0.0,0.0,0.06095672398805618,0.04015360400080681
27,1.633312463760376,0.0,0.3485758304595947,0.0,0.0,0.0,0.0,0.0,0.0,0.06262090802192688,0.040260199457407
28,1.6666250228881836,0.0,0.3487594723701477,0.0,0.0,0.0,0.0,0.0,0.0,0.06424800306558609,0.04035451263189316
29,1.7000000476837158,0.0,0.348906934261322,0.0,0.0,0.0,0.0,0.0,0.0,0.06581831723451614,0.04043891280889511
30,1.7333124876022339,0.0,0.3290278911590576,0.0,0.0,0.0,0.0,0.0,0.0,0.06732013076543808,0.060515146702528
31,1.7666250467300415,0.0,0.3104623854160309,0.0,0.0,0.0,0.0,0.0,0.0,0.0687471553683281,0.07925119996070862
32,1.7999999523162842,0.0,0.2931263744831085,0.0,0.0,0.0,0.0,0.0,0.0,0.07009677588939667,0.09673693776130676
33,1.8333125114440918,0.0,0.27724456787109375,0.0,0.0,0.0,0.0,0.0,0.0,0.07077790796756744,0.11319071799516678
34,1.8666249513626099,0.0,0.26263052225112915,0.0,0.0,0.0,0.0,0.0,0.0,0.07100867480039597,0.12864120304584503
35,1.8999375104904175,0.0,0.24913696944713593,0.0,0.0,0.0,0.0,0.0,0.0,0.07094058394432068,0.1431272178888321
36,1.9333125352859497,0.0,0.23664537072181702,0.0,0.0,0.0,0.0,0.0,0.0,0.07067859917879105,0.15669335424900055
37,1.9666249752044678,0.0,0.22505821287631989,0.0,0.0,0.0,0.0,0.0,0.0,0.07029517740011215,0.16938720643520355
38,2.0,0.0,0.2142936885356903,0.0,0.0,0.0,0.0,0.0,0.0,0.06984009593725204,0.18125729262828827
39,2.0333125591278076,0.0,0.20428191125392914,0.0,0.0,0.0,0.0,0.0,0.0,0.06934728473424911,0.19235177338123322
40,2.0666251182556152,0.0,0.19496218860149384,0.0,0.0,0.0,0.0,0.0,0.0,0.06883968412876129,0.2027176320552826
41,2.0999999046325684,0.0,0.1862809658050537,0.0,0.0,0.0,0.0,0.0,0.0,0.06833257526159286,0.2124001383781433
42,2.133312463760376,0.0,0.17819054424762726,0.0,0.0,0.0,0.0,0.0,0.0,0.06783592700958252,0.22144253551959991
43,2.1666250228881836,0.0,0.17064791917800903,0.0,0.0,0.0,0.0,0.0,0.0,0.06735605001449585,0.22988590598106384
44,2.200000047683716,0.0,0.16230712831020355,0.0013864438515156507,0.0,0.0,0.0,0.0,0.0,0.06706040352582932,0.23887428641319275
45,2.2333126068115234,0.0,0.1536116600036621,0.003650968661531806,0.0,0.0,0.0,0.0,0.0,0.06689103692770004,0.24803900718688965
46,2.266624927520752,0.0,0.14485837519168854,0.0064438823610544205,0.0,0.0,0.0,0.0,0.0,0.06680756062269211,0.25713562965393066
47,2.299999952316284,0.0,0.13624240458011627,0.009526152163743973,0.0,0.0,0.0,0.0,0.0,0.06678187102079391,0.26600581407546997
48,2.333312511444092,0.0,0.12788845598697662,0.01273582223802805,0.0,0.0,0.0,0.0,0.0,0.06679444015026093,0.2745507061481476
49,2.3666250705718994,0.0,0.11987277120351791,0.015964534133672714,0.0,0.0,0.0,0.0,0.0,0.06683176010847092,0.28271210193634033
50,2.4000000953674316,0.0,0.11223839968442917,0.01914111338555813,0.0,0.0,0.0,0.0,0.0,0.06688450276851654,0.2904597818851471
51,2.43331241607666,0.0,0.10500585287809372,0.022220099344849586,0.0,0.0,0.0,0.0,0.0,0.06694626808166504,0.29778218269348145
52,2.4666249752044678,0.0,0.09818046540021896,0.025173746049404144,0.0,0.0,0.0,0.0,0.0,0.06701269000768661,0.3046802878379822
53,2.4999375343322754,0.0,0.09175760298967361,0.0279864314943552,0.0,0.0,0.0,0.0,0.0,0.06708082556724548,0.3111632168292999
54,2.5333125591278076,0.0,0.08572618663311005,0.03065076656639576,0.0,0.0,0.0,0.0,0.0,0.06714872270822525,0.3172452449798584
55,2.5666251182556152,0.0,0.08122361451387405,0.031778451055288315,0.0,0.0,0.00122017168905586,0.0,0.0,0.06585010886192322,0.32207831740379333
56,2.5999999046325684,0.0,0.07780994474887848,0.03187963366508484,0.0,0.0,0.0032131189946085215,0.0,0.0,0.06368467211723328,0.3259986937046051
57,2.633312463760376,0.0,0.07517596334218979,0.03130814805626869,0.0,0.0,0.005671086721122265,0.0,0.0,0.06099623069167137,0.32924434542655945
58,2.6666250228881836,0.0,0.07310405373573303,0.030308613553643227,0.0,0.0,0.00838370993733406,0.0,0.0,0.05801985412836075,0.3319843113422394
59,2.700000047683716,0.0,0.07144080847501755,0.02904941327869892,0.0,0.0,0.011208453215658665,0.0,0.0,0.054914891719818115,0.33433905243873596
60,2.7333126068115234,0.0,0.0700778216123581,0.027645748108625412,0.0,0.0,0.014049955643713474,0.0,0.0,0.05178802087903023,0.3363950550556183
61,2.766624927520752,0.0,0.06893826276063919,0.02617577277123928,0.0,0.0,0.016845578327775,0.0,0.0,0.04870937392115593,0.3382147252559662
62,2.799999952316284,0.0,0.06796746701002121,0.0246918722987175,0.0,0.0,0.019555309787392616,0.0,0.0,0.0457238033413887,0.33984366059303284
63,2.833312511444092,0.0,0.06712634116411209,0.02322855219244957,0.0,0.0,0.022154733538627625,0.0,0.0,0.04285874962806702,0.341315358877182
64,2.8666250705718994,0.0,0.06638676673173904,0.021807946264743805,0.0,0.0,0.024630101397633553,0.0,0.0,0.04012974351644516,0.34265488386154175
65,2.899937391281128,0.0,0.0657283216714859,0.020443659275770187,0.0,0.0,0.026974910870194435,0.0,0.0,0.03754419460892677,0.3438813090324402
66,2.93331241607666,0.0,0.06499013304710388,0.019143451005220413,0.0,0.0,0.030131367966532707,0.0,0.0,0.035104088485240936,0.34472548961639404
67,2.9666249752044678,0.0,0.06421460956335068,0.017911113798618317,0.0,0.0,0.033754970878362656,0.0,0.0,0.03280780464410782,0.3453030586242676
68,3.0,0.0,0.06343021243810654,0.016747765243053436,0.0,0.0,0.037611305713653564,0.0,0.0,0.030651409178972244,0.34569495916366577
69,3.0333125591278076,0.0,0.06265568733215332,0.01565275527536869,0.0,0.0,0.04154255986213684,0.0,0.0,0.02862953580915928,0.3459576368331909
70,3.0666251182556152,0.0,0.06190312281250954,0.014624292962253094,0.0,0.0,0.045444145798683167,0.0,0.0,0.02673598751425743,0.3461306393146515
71,3.0999999046325684,0.0,0.06117994710803032,0.013659878633916378,0.0,0.0,0.049248311668634415,0.0,0.0,0.02496415004134178,0.34624165296554565
72,3.133312463760376,0.0,0.0604904405772686,0.012756598182022572,0.0,0.0,0.052912745624780655,0.0,0.0,0.02330726571381092,0.3463099002838135
73,3.1666250228881836,0.0,0.05983671545982361,0.011911320500075817,0.0,0.0,0.05641259625554085,0.0,0.0,0.02175862342119217,0.3463488817214966
74,3.200000047683716,0.0,0.05921943858265877,0.01112084649503231,0.0,0.0,0.059734929352998734,0.0,0.0,0.020311672240495682,0.34636789560317993
75,3.2333126068115234,0.0,0.058638330549001694,0.010381987318396568,0.0,0.0,0.06287483125925064,0.0,0.0,0.018960095942020416,0.3463735580444336
76,3.266624927520752,0.0,0.058092471212148666,0.009691625833511353,0.0,0.0,0.06583275645971298,0.0,0.0,0.017697863280773163,0.3463703393936157
77,3.299999952316284,0.0,0.05785128474235535,0.009046757593750954,0.0,0.0,0.06765802949666977,0.0,0.0,0.01747005805373192,0.3454408049583435
78,3.333312511444092,0.0,0.05781398341059685,0.008444508537650108,0.0,0.0,0.06870681792497635,0.0,0.0,0.01792263612151146,0.34392473101615906
79,3.3666250705718994,0.0,0.05791063234210014,0.007882148958742619,0.0,0.0,0.06922731548547745,0.0,0.0,0.01881067454814911,0.3420557379722595
80,3.4000000953674316,0.0,0.058092862367630005,0.00735709723085165,0.0,0.0,0.06939225643873215,0.0,0.0,0.019965456798672676,0.33999353647232056
81,3.43331241607666,0.0,0.058327365666627884,0.00686692213639617,0.0,0.0,0.06932160258293152,0.0,0.0,0.021271415054798126,0.3378463387489319
82,3.4666249752044678,0.0,0.0585913211107254,0.006409335415810347,0.0,0.0,0.06909843534231186,0.0,0.0,0.02265002205967903,0.335686594247818
83,3.4999375343322754,0.0,0.058869242668151855,0.005982192698866129,0.0,0.0,0.0687800869345665,0.0,0.0,0.024048522114753723,0.33356180787086487
84,3.5333125591278076,0.0,0.059150729328393936,0.00558348186314106,0.0,0.0,0.06840593367815018,0.0,0.0,0.025432048365473747,0.33150240778923035
85,3.5666251182556152,0.0,0.05942891910672188,0.005211321637034416,0.0,0.0,0.06800279021263123,0.0,0.0,0.026778120547533035,0.3295268714427948
86,3.5999999046325684,0.0,0.05969939008355141,0.004863950423896313,0.0,0.0,0.06758877635002136,0.0,0.0,0.02807280234992504,0.3276456594467163
87,3.633312463760376,0.0,0.05995940789580345,0.0045397221110761166,0.0,0.0,0.06717593967914581,0.0,0.0,0.02930801548063755,0.32586365938186646
88,3.6666250228881836,0.0,0.06018858402967453,0.004237098153680563,0.0,0.0,0.06674274802207947,0.0,0.0,0.02952886000275612,0.32514989376068115
89,3.700000047683716,0.0,0.06039302796125412,0.003954641986638308,0.0,0.0,0.06630492955446243,0.0,0.0,0.02908257022500038,0.325148344039917
90,3.7333126068115234,0.0,0.06057722494006157,0.003691011341288686,0.0,0.0,0.06587283313274384,0.0,0.0,0.028209341689944267,0.3256120979785919
91,3.766624927520752,0.0,0.060744509100914,0.003444952191784978,0.0,0.0,0.06545312702655792,0.0,0.0,0.027074646204710007,0.32637056708335876
92,3.799999952316284,0.0,0.06089739501476288,0.0032152945641428232,0.0,0.0,0.0650499016046524,0.0,0.0,0.025791816413402557,0.3273063898086548
93,3.833312511444092,0.0,0.0610378161072731,0.003000945784151554,0.0,0.0,0.06466551870107651,0.0,0.0,0.02443786710500717,0.32833945751190186
94,3.8666250705718994,0.0,0.061167292296886444,0.0028008855879306793,0.0,0.0,0.06430112570524216,0.0,0.0,0.02306452766060829,0.32941532135009766
95,3.899937391281128,0.0,0.06128701940178871,0.002614161930978298,0.0,0.0,0.0639570876955986,0.0,0.0,0.0217059925198555,0.3304976522922516
96,3.93331241607666,0.0,0.061397992074489594,0.002439886098727584,0.0,0.0,0.06363321840763092,0.0,0.0,0.020384294912219048,0.3315625786781311
97,3.9666249752044678,0.0,0.061501022428274155,0.0022772280499339104,0.0,0.0,0.06332901120185852,0.0,0.0,0.019113101065158844,0.3325948119163513
98,4.0,0.0,0.06159679964184761,0.0021254136227071285,0.0,0.0,0.06304372847080231,0.0,0.0,0.01790032349526882,0.33358505368232727
99,4.0333123207092285,0.0,0.061761822551488876,0.0019837196450680494,0.0,0.0,0.06259465962648392,0.0,0.0,0.017797691747546196,0.3335603177547455
100,4.066625118255615,0.0,0.061968784779310226,0.0018514719558879733,0.0,0.0,0.0620475597679615,0.0,0.0,0.018422406166791916,0.3328729569911957
101,4.099999904632568,0.0,0.06219901144504547,0.0017280407482758164,0.0,0.0,0.06144736334681511,0.0,0.0,0.019509825855493546,0.33176642656326294
102,4.133312702178955,0.0,0.06243982911109924,0.0016128382412716746,0.0,0.0,0.06082447990775108,0.0,0.0,0.02087779901921749,0.33040815591812134
103,4.166625022888184,0.0,0.06268275529146194,0.0015053158858790994,0.0,0.0,0.06019922345876694,0.0,0.0,0.022401705384254456,0.3289125859737396
104,4.199999809265137,0.0,0.06292219460010529,0.001404961571097374,0.0,0.0,0.059584926813840866,0.0,0.0,0.02399701252579689,0.3273572623729706
105,4.233312606811523,0.0,0.06315457075834274,0.0013112974120303988,0.0,0.0,0.058990076184272766,0.0,0.0,0.02560705877840519,0.32579395174980164
106,4.266624927520752,0.0,0.06337768584489822,0.0012238776544108987,0.0,0.0,0.05841982737183571,0.0,0.0,0.027194539085030556,0.3242567181587219
