time_code,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,tongueOut
0.03331249952316284,0.014155900105834007,0.014155900105834007,0.014155900105834007,0.010003146529197692,0.010003146529197692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014155900105834007,0.014155900105834007,0.010003146529197692,0.010003146529197692,0.014155900105834007,0.0,0.010003146529197692,0.0,0.0,0.0,0.0,0.014155900105834007,0.014155900105834007,0.0,0.0,0.014155900105834007,0.014155900105834007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014155900105834007,0.014155900105834007,0.0,0.0,0.0,0.0,0.010003146529197692
0.06662499904632568,0.014816508069634436,0.014816508069634436,0.014816508069634436,0.010469959303736686,0.010469959303736686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014816508069634436,0.014816508069634436,0.010469959303736686,0.010469959303736686,0.014816508069634436,0.0,0.010469959303736686,0.0,0.0,0.0,0.0,0.014816508069634436,0.014816508069634436,0.0,0.0,0.014816508069634436,0.014816508069634436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014816508069634436,0.014816508069634436,0.0,0.0,0.0,0.0,0.010469959303736686
0.800000011920929,0.015895502641797066,0.015895502641797066,0.015895502641797066,0.011232421919703483,0.011232421919703483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015895502641797066,0.015895502641797066,0.011232421919703483,0.011232421919703483,0.015895502641797066,0.0,0.011232421919703483,0.0,0.0,0.0,0.0,0.015895502641797066,0.015895502641797066,0.0,0.0,0.015895502641797066,0.015895502641797066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015895502641797066,0.015895502641797066,0.0,0.0,0.0,0.0,0.011232421919703483
0.8333125114440918,0.017226261645555494,0.017226261645555494,0.017226261645555494,0.012172792106866837,0.012172792106866837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017226261645555494,0.017226261645555494,0.012172792106866837,0.012172792106866837,0.017226261645555494,0.0,0.012172792106866837,0.0,0.0,0.0,0.0,0.017226261645555494,0.017226261645555494,0.0,0.0,0.017226261645555494,0.017226261645555494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017226261645555494,0.017226261645555494,0.0,0.0,0.0,0.0,0.012172792106866837
0.8666250109672546,0.01869489289820194,0.01869489289820194,0.01869489289820194,0.013210586830973625,0.013210586830973625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01869489289820194,0.01869489289820194,0.013210586830973625,0.013210586830973625,0.01869489289820194,0.0,0.013210586830973625,0.0,0.0,0.0,0.0,0.01869489289820194,0.01869489289820194,0.0,0.0,0.01869489289820194,0.01869489289820194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01869489289820194,0.01869489289820194,0.0,0.0,0.0,0.0,0.013210586830973625
0.8999375104904175,0.020224227011203764,0.020224227011203764,0.020224227011203764,0.014291276782751083,0.014291276782751083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020224227011203764,0.020224227011203764,0.014291276782751083,0.014291276782751083,0.020224227011203764,0.0,0.014291276782751083,0.0,0.0,0.0,0.0,0.020224227011203764,0.020224227011203764,0.0,0.0,0.020224227011203764,0.020224227011203764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020224227011203764,0.020224227011203764,0.0,0.0,0.0,0.0,0.014291276782751083
0.9333124756813049,0.021762632578611375,0.021762632578611375,0.021762632578611375,0.015378379449248313,0.015378379449248313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021762632578611375,0.021762632578611375,0.015378379449248313,0.015378379449248313,0.021762632578611375,0.0,0.015378379449248313,0.0,0.0,0.0,0.0,0.021762632578611375,0.021762632578611375,0.0,0.0,0.021762632578611375,0.021762632578611375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021762632578611375,0.021762632578611375,0.0,0.0,0.0,0.0,0.015378379449248313
0.9666249752044678,0.023276200890541075,0.023276200890541075,0.023276200890541075,0.01644792817533016,0.01644792817533016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023276200890541075,0.023276200890541075,0.01644792817533016,0.01644792817533016,0.023276200890541075,0.0,0.01644792817533016,0.0,0.0,0.0,0.0,0.023276200890541075,0.023276200890541075,0.0,0.0,0.023276200890541075,0.023276200890541075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023276200890541075,0.023276200890541075,0.0,0.0,0.0,0.0,0.01644792817533016
1.0,0.02474326640367508,0.02474326640367508,0.02474326640367508,0.017484618723392485,0.017484618723392485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02474326640367508,0.02474326640367508,0.017484618723392485,0.017484618723392485,0.02474326640367508,0.0,0.017484618723392485,0.0,0.0,0.0,0.0,0.02474326640367508,0.02474326640367508,0.0,0.0,0.02474326640367508,0.02474326640367508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02474326640367508,0.02474326640367508,0.0,0.0,0.0,0.0,0.017484618723392485
1.0333125591278076,0.02615061029791832,0.02615061029791832,0.02615061029791832,0.018479106947779655,0.018479106947779655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02615061029791832,0.02615061029791832,0.018479106947779655,0.018479106947779655,0.02615061029791832,0.0,0.018479106947779655,0.0,0.0,0.0,0.0,0.02615061029791832,0.02615061029791832,0.0,0.0,0.02615061029791832,0.02615061029791832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02615061029791832,0.02615061029791832,0.0,0.0,0.0,0.0,0.018479106947779655
