time_code,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,tongueOut
0.03331249952316284,0.009909130074083804,0.009909130074083804,0.010003146529197692,0.0,0.0,0.0,0.09415122270584106,0.09415122270584106,0.0,0.0,0.005662360042333604,0.005662360042333604,0.0,0.0,0.0,0.0,0.0,0.0,0.05649073362350463,0.05649073362350463,0.008002517223358154,0.008002517223358154,0.0,0.0,0.0030009439587593075,0.0,0.0,0.0,0.0,0.014155900105834007,0.014155900105834007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18830244541168212,0.18830244541168212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06662499904632568,0.010371555648744105,0.010371555648744105,0.010469959303736686,0.0,0.0,0.0,0.09434494972229003,0.09434494972229003,0.0,0.0,0.005926603227853775,0.005926603227853775,0.0,0.0,0.0,0.0,0.0,0.0,0.056606969833374016,0.056606969833374016,0.00837596744298935,0.00837596744298935,0.0,0.0,0.0031409877911210055,0.0,0.0,0.0,0.0,0.014816508069634436,0.014816508069634436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18868989944458006,0.18868989944458006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.800000011920929,0.011126851849257945,0.011126851849257945,0.011232421919703483,0.0,0.0,0.0,0.09466136097908019,0.09466136097908019,0.0,0.0,0.006358201056718827,0.006358201056718827,0.0,0.0,0.0,0.0,0.0,0.0,0.05679681658744811,0.05679681658744811,0.008985937535762786,0.008985937535762786,0.0,0.0,0.003369726575911045,0.0,0.0,0.0,0.0,0.015895502641797066,0.015895502641797066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18932272195816038,0.18932272195816038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8333125114440918,0.012058383151888846,0.012058383151888846,0.012172792106866837,0.0,0.0,0.0,0.09505161345005035,0.09505161345005035,0.0,0.0,0.006890504658222198,0.006890504658222198,0.0,0.0,0.0,0.0,0.0,0.0,0.057030968070030205,0.057030968070030205,0.00973823368549347,0.00973823368549347,0.0,0.0,0.003651837632060051,0.0,0.0,0.0,0.0,0.017226261645555494,0.017226261645555494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901032269001007,0.1901032269001007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8666250109672546,0.013086425028741359,0.013086425028741359,0.013210586830973625,0.0,0.0,0.0,0.09548228681087494,0.09548228681087494,0.0,0.0,0.007477957159280776,0.007477957159280776,0.0,0.0,0.0,0.0,0.0,0.0,0.05728937208652496,0.05728937208652496,0.0105684694647789,0.0105684694647789,0.0,0.0,0.0039631760492920875,0.0,0.0,0.0,0.0,0.01869489289820194,0.01869489289820194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19096457362174987,0.19096457362174987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8999375104904175,0.014156958907842633,0.014156958907842633,0.014291276782751083,0.0,0.0,0.0,0.09593077898025512,0.09593077898025512,0.0,0.0,0.008089690804481506,0.008089690804481506,0.0,0.0,0.0,0.0,0.0,0.0,0.05755846738815307,0.05755846738815307,0.011433021426200868,0.011433021426200868,0.0,0.0,0.0042873830348253246,0.0,0.0,0.0,0.0,0.020224227011203764,0.020224227011203764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19186155796051024,0.19186155796051024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9333124756813049,0.015233842805027962,0.015233842805027962,0.015378379449248313,0.0,0.0,0.0,0.09638190865516662,0.09638190865516662,0.0,0.0,0.008705053031444551,0.008705053031444551,0.0,0.0,0.0,0.0,0.0,0.0,0.057829145193099965,0.057829145193099965,0.01230270355939865,0.01230270355939865,0.0,0.0,0.004613513834774494,0.0,0.0,0.0,0.0,0.021762632578611375,0.021762632578611375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19276381731033324,0.19276381731033324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9666249752044678,0.01629334062337875,0.01629334062337875,0.01644792817533016,0.0,0.0,0.0,0.09682576060295105,0.09682576060295105,0.0,0.0,0.00931048035621643,0.00931048035621643,0.0,0.0,0.0,0.0,0.0,0.0,0.058095456361770624,0.058095456361770624,0.013158342540264129,0.013158342540264129,0.0,0.0,0.004934378452599048,0.0,0.0,0.0,0.0,0.023276200890541075,0.023276200890541075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936515212059021,0.1936515212059021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.017320286482572556,0.017320286482572556,0.017484618723392485,0.0,0.0,0.0,0.09725598692893982,0.09725598692893982,0.0,0.0,0.009897306561470032,0.009897306561470032,0.0,0.0,0.0,0.0,0.0,0.0,0.05835359215736389,0.05835359215736389,0.013987694978713988,0.013987694978713988,0.0,0.0,0.005245385617017745,0.0,0.0,0.0,0.0,0.02474326640367508,0.02474326640367508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19451197385787963,0.19451197385787963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0333125591278076,0.01830542720854282,0.01830542720854282,0.018479106947779655,0.0,0.0,0.0,0.09766869843006133,0.09766869843006133,0.0,0.0,0.01046024411916733,0.01046024411916733,0.0,0.0,0.0,0.0,0.0,0.0,0.058601219058036794,0.058601219058036794,0.014783285558223724,0.014783285558223724,0.0,0.0,0.005543732084333897,0.0,0.0,0.0,0.0,0.02615061029791832,0.02615061029791832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19533739686012266,0.19533739686012266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0666249990463257,0.019243552610278127,0.019243552610278127,0.0194261334836483,0.0,0.0,0.0,0.09806170463562011,0.09806170463562011,0.0,0.0,0.010996315777301788,0.010996315777301788,0.0,0.0,0.0,0.0,0.0,0.0,0.05883702278137207,0.05883702278137207,0.015540906786918642,0.015540906786918642,0.0,0.0,0.00582784004509449,0.0,0.0,0.0,0.0,0.02749078944325447,0.02749078944325447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19612340927124022,0.19612340927124022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
