,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw,blendShapes.TongueTipUp,blendShapes.TongueTipDown,blendShapes.TongueTipLeft,blendShapes.TongueTipRight,blendShapes.TongueRollUp,blendShapes.TongueRollDown,blendShapes.TongueRollLeft,blendShapes.TongueRollRight,blendShapes.TongueUp,blendShapes.TongueDown,blendShapes.TongueLeft,blendShapes.TongueRight,blendShapes.TongueIn,blendShapes.TongueStretch,blendShapes.TongueWide,blendShapes.TongueNarrow
0,0.0,0.00036023807479068637,0.0,0.0,0.0,0.0,0.0,0.013030687347054482,0.0,0.0,0.0,0.0,0.0,0.0,0.01331188902258873,0.0,0.0,0.00021761177049484104,0.14385175704956055,0.0,0.0,0.0,0.0015250619035214186,0.0,0.05538845434784889,0.0459664911031723,0.0,0.003428810043260455,0.0016749609494581819,0.0,0.030766835436224937,0.030400199815630913,0.015564109198749065,0.0029639434069395065,0.0,0.05391905829310417,0.011846683919429779,0.007466582115739584,0.0,0.002992732683196664,0.0,0.0022034908179193735,0.002336815232411027,0.0,0.0031801341101527214,0.024477876722812653,0.02595987543463707,0.0,0.0,0.0005777667975053191,0.0,0.0003951413673348725,0.0,0.0,0.0,0.0,0.0,0.0013380348682403564,0.0024688581470400095,0.0,0.0,0.0730590671300888,0.0,0.0,0.0,0.471199631690979,0.0022683837451040745,0.0,0.02695384994149208,0.0,0.0,0.27774930000305176
1,0.03333333333333333,0.0005823713727295399,0.0,0.0,0.0,0.0,0.0,0.07896516472101212,0.0,0.0,0.0,0.0,0.0,0.0,0.0793578177690506,0.0,0.0019227307057008147,0.0,0.25190889835357666,0.0,0.0,0.0,0.0036573142278939486,0.0,0.22509673237800598,0.20314614474773407,0.0,0.007543840911239386,0.003592729102820158,0.0,0.048458170145750046,0.04775863140821457,0.05423450842499733,0.018001742660999298,0.02258473075926304,0.049178969115018845,0.003289009677246213,0.0,0.0,0.003788405330851674,0.0,0.00039870242471806705,0.00878378376364708,0.0033416019286960363,0.0032503819093108177,0.0,0.002546456875279546,0.0,0.0,0.00011728507524821907,0.0,0.0010537252528592944,0.0,0.0,0.0,0.0,0.0,0.026547729969024658,0.0019819908775389194,0.0,0.0,0.07642005383968353,0.0,0.0,0.0,0.5677871108055115,0.0027452753856778145,0.0,0.032896801829338074,0.0,0.0,0.3755190968513489
2,0.06666666666666667,0.0005723926005885005,0.0,0.0,0.0,0.0,0.0,0.08142583072185516,0.0,0.0,0.0,0.0,0.0,0.0,0.08181324601173401,0.0,0.0018608149839565158,0.0,0.2864733934402466,0.0,0.0,0.0,0.004091079346835613,0.0,0.2518131136894226,0.22690105438232422,0.0,0.008885210379958153,0.004263806622475386,0.0,0.06237231567502022,0.06127161905169487,0.04421783983707428,0.02014406956732273,0.0,0.07267874479293823,0.003931836225092411,0.0,0.0,0.004730714485049248,0.0,0.0011379221687093377,0.01361015997827053,0.007987013086676598,0.0006620539352297783,0.0,0.0026369295082986355,0.0,0.0,0.00026834156597033143,0.0,0.0014535351656377316,0.0,0.0,0.0,0.0,0.0,0.033349864184856415,0.0014156368561089039,0.0,0.0,0.07936881482601166,0.0,0.0,0.0,0.5898635387420654,0.0024107862263917923,0.0,0.023128964006900787,0.0,0.0,0.40571290254592896
3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.034396231174468994,0.0,0.0,0.0,0.0,0.0,0.0,0.03453599289059639,0.0,0.0,0.0032894860487431288,0.32240304350852966,0.0,0.0,0.0,0.0013982662931084633,0.0,0.15187393128871918,0.1349046230316162,0.0,0.007100902032107115,0.006469408981502056,0.002850741147994995,0.07285933196544647,0.07142844796180725,0.03950934112071991,0.007944228127598763,0.0,0.06125044450163841,0.003793864045292139,0.0,0.0,0.005251431372016668,0.0,0.0032455658074468374,0.002527451841160655,0.0,0.011354965157806873,0.03964255377650261,0.04160608351230621,0.0,0.0,0.0017563168657943606,0.0,0.0008524017757736146,0.0,0.0,0.0,0.0,0.0,0.018087074160575867,0.0018785207066684961,0.0,0.0,0.11005842685699463,0.0,0.0,0.0,0.6284602880477905,0.0021714195609092712,0.0,0.008928224444389343,0.0,0.0,0.4609803259372711
4,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.032451827079057693,0.0,0.0,0.0,0.0,0.0,0.0,0.032617952674627304,0.0,0.0,0.00447509903460741,0.28715330362319946,0.0,0.0,0.0,0.0014335429295897484,0.0,0.15988832712173462,0.14197532832622528,0.0,0.00694956025108695,0.015358034521341324,0.011495518498122692,0.07424840331077576,0.07305583357810974,0.05835026502609253,0.00580646563321352,0.0,0.0545525960624218,0.011053868569433689,0.0054158964194357395,0.0,0.004830783233046532,0.0,0.0030339292716234922,0.0023650869261473417,0.0,0.012356944382190704,0.03394397720694542,0.0358755923807621,0.0,0.0,0.0014001632807776332,0.0,0.0005206366186030209,0.0,0.0,0.0,0.0,0.0,0.0,0.0050370097160339355,0.0,0.0,0.12788230180740356,0.0,0.0,0.0,0.6191250681877136,0.0029286742210388184,0.0,0.03489683195948601,0.0,0.0,0.46264925599098206
5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.058961983770132065,0.0,0.0,0.0,0.0,0.0,0.0,0.05901828035712242,0.0,0.0,0.006325342692434788,0.2805212438106537,0.0,0.0,0.0,0.001287480816245079,0.0,0.1747647523880005,0.1542597860097885,0.0,0.00697098346427083,0.02815414033830166,0.02392568066716194,0.07336794584989548,0.07225538790225983,0.06693599373102188,0.006523819174617529,0.0,0.08362176269292831,0.01702786795794964,0.009367364458739758,0.0,0.005383415147662163,0.0,0.0032123324926942587,0.002148284809663892,0.0,0.007592881564050913,0.030072228983044624,0.031892284750938416,0.0,0.0,0.0012236937182024121,0.0,0.0005930376355536282,0.0,0.0,0.0,0.0,0.0,0.0,0.008705303072929382,0.0,0.0,0.11898993700742722,0.0,0.0,0.0,0.5465497970581055,0.003368247300386429,0.0,0.0706963911652565,0.0,0.0,0.4159148037433624
6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.09605315327644348,0.0,0.0,0.0,0.0,0.0,0.0,0.09595775604248047,0.0,0.0,0.008734164759516716,0.25844576954841614,0.0,0.0,0.0,0.00017991960339713842,0.0,0.16187678277492523,0.1431296467781067,0.0,0.005393420346081257,0.04184141010046005,0.03814319521188736,0.06449776142835617,0.06370063871145248,0.06201915070414543,0.011476281099021435,0.0,0.12467174977064133,0.01260569877922535,0.0032164063304662704,0.0,0.005495503079146147,0.0,0.002993799978867173,0.0018613245338201523,0.0,0.0006958782905712724,0.02739034593105316,0.02889109216630459,0.0,0.0,0.000968165579251945,0.0,0.0006265810807235539,0.0,0.0,0.0,0.0,0.0,0.0,0.008340418338775635,0.0,0.0,0.09447262436151505,0.0,0.0,0.0,0.4509277939796448,0.0029023773968219757,0.0,0.0691407099366188,0.0,0.0,0.3207418918609619
7,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.11651097238063812,0.00015127615188248456,0.0,0.0,0.0,0.0,0.0,0.1163005605340004,0.0,0.0,0.014202507212758064,0.23801930248737335,0.0,0.0,0.0,0.0,0.0007464240188710392,0.12450836598873138,0.11117646098136902,0.0,0.003298001131042838,0.043406467884778976,0.04067046940326691,0.060934748500585556,0.06013655662536621,0.027941104024648666,0.017650384455919266,0.0,0.1637282818555832,0.010472580790519714,0.0,0.0,0.005012773908674717,0.0,0.0035395578015595675,0.0018770024180412292,0.0,0.0,0.022153165191411972,0.02340073138475418,0.0,0.0,0.0009708002908155322,0.0,0.0009517502039670944,0.0,0.0,0.0,0.0,0.0,0.0,0.0095868781208992,0.0,0.0,0.11091096699237823,0.0,0.0,0.0,0.5045304894447327,0.0033441707491874695,0.0,0.07930975407361984,0.0,0.0,0.3809587359428406
8,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1296231895685196,0.00040164191159419715,0.0,0.0,0.0,0.0,0.0,0.1293027698993683,0.009741170331835747,0.0,0.018018348142504692,0.21966414153575897,0.0,0.0,0.0,0.0,0.002194714732468128,0.09938912093639374,0.09146422892808914,0.0,0.0017789568519219756,0.03713684529066086,0.03529646620154381,0.054483044892549515,0.053692638874053955,0.01954207569360733,0.018348677083849907,0.0,0.17423169314861298,0.009777303785085678,0.0,0.0033546038903295994,0.007380885537713766,0.0,0.003544367616996169,0.00177476997487247,0.0,0.0,0.020510034635663033,0.02156951278448105,0.0,0.0,0.0012091840617358685,0.0,0.0010757212294265628,0.0,0.0,0.0,0.0,0.0,0.0,0.007483571767807007,0.0,0.0,0.1428348571062088,0.0,0.0,0.0,0.6473961472511292,0.0034073442220687866,0.0,0.054359182715415955,0.0,0.0,0.5097707509994507
9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.12869073450565338,0.0007483547669835389,0.0,0.0,0.0,0.0,0.0,0.1282792091369629,0.0050766426138579845,0.0,0.01982065849006176,0.14044615626335144,0.0,0.0,0.0,0.0,0.004468653351068497,0.06690207868814468,0.06841623038053513,0.0004981390666216612,0.0,0.015007696114480495,0.014888548292219639,0.040332015603780746,0.0401439368724823,0.02249523438513279,0.008182200603187084,0.0,0.1435781866312027,0.03720172867178917,0.029551072046160698,0.02607770822942257,0.02782883308827877,0.01688067428767681,0.019450269639492035,0.0015083198668435216,0.0,0.0,0.02102784626185894,0.021825121715664864,0.0,0.0,0.0012452153023332357,0.0,0.000763392832595855,0.0,0.0,0.0,0.0,0.0,0.0,0.00464177131652832,0.0,0.0,0.17485633492469788,0.0,0.0,0.0,0.7909857630729675,0.0030958279967308044,0.0,0.01847507804632187,0.0,0.0,0.639616847038269
