,time_code,emotion_values.disgust,emotion_values.joy,emotion_values.grief,emotion_values.outofbreath,emotion_values.pain,emotion_values.amazement,emotion_values.anger,emotion_values.cheekiness,emotion_values.sadness,emotion_values.fear
0,0.03331249952316284,0.0,0.30547264218330383,0.0,0.0,0.0,0.0,0.07336768507957458,0.0,0.0,0.009741787798702717
1,0.06662499904632568,0.0,0.30572807788848877,0.0,0.0,0.0,0.0,0.07679150998592377,0.0,0.0,0.010196404531598091
2,0.800000011920929,0.0,0.30614519119262695,0.0,0.0,0.0,0.0,0.08238375931978226,0.0,0.0,0.010938945226371288
3,0.8333125114440918,0.0,0.3066596984863281,0.0,0.0,0.0,0.0,0.0892808586359024,0.0,0.0,0.011854746378958225
4,0.8666250109672546,0.0,0.3072274625301361,0.0,0.0,0.0,0.0,0.09689253568649292,0.0,0.0,0.012865426950156689
5,0.8999375104904175,0.0,0.3078186810016632,0.0,0.0,0.0,0.0,0.10481882095336914,0.0,0.0,0.013917882926762104
6,0.9333124756813049,0.0,0.30841341614723206,0.0,0.0,0.0,0.0,0.11279212683439255,0.0,0.0,0.014976581558585167
7,0.9666249752044678,0.0,0.30899858474731445,0.0,0.0,0.0,0.0,0.12063669413328171,0.0,0.0,0.016018185764551163
8,1.0,0.0,0.3095657229423523,0.0,0.0,0.0,0.0,0.12824025750160217,0.0,0.0,0.01702778972685337
9,1.0333125591278076,0.0,0.31010979413986206,0.0,0.0,0.0,0.0,0.13553428649902344,0.0,0.0,0.017996294423937798
10,1.0666249990463257,0.0,0.31062793731689453,0.0,0.0,0.0,0.0,0.14248020946979523,0.0,0.0,0.018918577581644058
11,1.100000023841858,0.0,0.31077316403388977,0.0,0.0,0.0,0.0,0.15011148154735565,0.0,0.0,0.019168490543961525
12,1.133312463760376,0.0,0.310671865940094,0.0,0.0,0.0,0.0,0.15803787112236023,0.0,0.0,0.018974123522639275
13,1.1666250228881836,0.0,0.31041157245635986,0.0,0.0,0.0,0.0,0.16599854826927185,0.0,0.0,0.01849338226020336
14,1.2000000476837158,0.0,0.3100525736808777,0.0,0.0,0.0,0.0,0.17382241785526276,0.0,0.0,0.017835156992077827
15,1.2333124876022339,0.0,0.30963626503944397,0.0,0.0,0.0,0.0,0.18140041828155518,0.0,0.0,0.017074141651391983
16,1.2666250467300415,0.0,0.3091908395290375,0.0,0.0,0.0,0.0,0.1886662393808365,0.0,0.0,0.016261186450719833
17,1.2999999523162842,0.0,0.30873531103134155,0.0,0.0,0.0,0.0,0.19558276236057281,0.0,0.0,0.01543056033551693
18,1.3333125114440918,0.0,0.3082823157310486,0.0,0.0,0.0,0.0,0.20213276147842407,0.0,0.0,0.014604998752474785
19,1.3666249513626099,0.0,0.3078399896621704,0.0,0.0,0.0,0.0,0.20831231772899628,0.0,0.0,0.013799258507788181
20,1.399999976158142,0.0,0.3074135184288025,0.0,0.0,0.0,0.0,0.21412622928619385,0.0,0.0,0.013022582046687603
21,1.4333125352859497,0.0,0.307005912065506,0.0,0.0,0.0,0.0,0.21958498656749725,0.0,0.0,0.01228042971342802
22,1.4666249752044678,0.0,0.30660203099250793,0.0,0.0,0.0,0.0,0.22475095093250275,0.0,0.0,0.011552492156624794
23,1.4999375343322754,0.0,0.30620867013931274,0.0,0.0,0.0,0.0,0.22962231934070587,0.0,0.0,0.010848401114344597
24,1.5333125591278076,0.0,0.30583006143569946,0.0,0.0,0.0,0.0,0.2342037707567215,0.0,0.0,0.010173972696065903
25,1.5666249990463257,0.0,0.3054686486721039,0.0,0.0,0.0,0.0,0.23850420117378235,0.0,0.0,0.009532410651445389
26,1.600000023841858,0.0,0.3051256835460663,0.0,0.0,0.0,0.0,0.24253500998020172,0.0,0.0,0.008925152942538261
27,1.633312463760376,0.0,0.3048016428947449,0.0,0.0,0.0,0.0,0.2463090568780899,0.0,0.0,0.00835245382040739
28,1.6666250228881836,0.0,0.3044964373111725,0.0,0.0,0.0,0.0,0.24983984231948853,0.0,0.0,0.00781378522515297
29,1.7000000476837158,0.0,0.3042096495628357,0.0,0.0,0.0,0.0,0.2531411349773407,0.0,0.0,0.00730812456458807
30,1.7333124876022339,0.0,0.2839406430721283,0.0,0.0,0.0,0.0,0.25622642040252686,0.0,0.0,0.026834143325686455
31,1.7666250467300415,0.0,0.2650219798088074,0.0,0.0,0.0,0.0,0.25910890102386475,0.0,0.0,0.04505700618028641
32,1.7999999523162842,0.0,0.24736388027668,0.0,0.0,0.0,0.0,0.26180121302604675,0.0,0.0,0.06206401064991951
33,1.8333125114440918,0.0,0.23485258221626282,0.0,0.0,0.0,0.0,0.2602412700653076,0.0,0.0,0.07800540328025818
34,1.8666249513626099,0.0,0.2259541004896164,0.0,0.0,0.0,0.0,0.25593438744544983,0.0,0.0,0.09293174743652344
35,1.8999375104904175,0.0,0.21959398686885834,0.0,0.0,0.0,0.0,0.24991895258426666,0.0,0.0,0.10689642280340195
36,1.9333125352859497,0.0,0.21501941978931427,0.0,0.0,0.0,0.0,0.2429075837135315,0.0,0.0,0.11995350569486618
37,1.9666249752044678,0.0,0.21170295774936676,0.0,0.0,0.0,0.0,0.23538577556610107,0.0,0.0,0.13215649127960205
38,2.0,0.0,0.2092747539281845,0.0,0.0,0.0,0.0,0.22768089175224304,0.0,0.0,0.14355739951133728
39,2.0333125591278076,0.0,0.2074754387140274,0.0,0.0,0.0,0.0,0.22001053392887115,0.0,0.0,0.1542062610387802
40,2.0666251182556152,0.0,0.2061230093240738,0.0,0.0,0.0,0.0,0.21251609921455383,0.0,0.0,0.16415081918239594
41,2.0999999046325684,0.0,0.20508958399295807,0.0,0.0,0.0,0.0,0.20528651773929596,0.0,0.0,0.17343632876873016
42,2.133312463760376,0.0,0.20428523421287537,0.0,0.0,0.0,0.0,0.19837455451488495,0.0,0.0,0.18210557103157043
43,2.1666250228881836,0.0,0.20364665985107422,0.0,0.0,0.0,0.0,0.19180835783481598,0.0,0.0,0.19019877910614014
44,2.200000047683716,0.0,0.2022825926542282,0.0,0.0,0.0,0.0,0.18651676177978516,0.0,0.0,0.1976996660232544
45,2.2333126068115234,0.0,0.20047184824943542,0.0,0.0,0.0,0.0,0.18216373026371002,0.0,0.0,0.20466351509094238
46,2.266624927520752,0.0,0.19840547442436218,0.0,0.0,0.0,0.0,0.17851097881793976,0.0,0.0,0.21113725006580353
47,2.299999952316284,0.0,0.19621343910694122,0.0,0.0,0.0,0.0,0.17538878321647644,0.0,0.0,0.21716128289699554
48,2.333312511444092,0.0,0.19398310780525208,0.0,0.0,0.0,0.0,0.17267565429210663,0.0,0.0,0.2227710634469986
49,2.3666250705718994,0.0,0.19177238643169403,0.0,0.0,0.0,0.0,0.17028406262397766,0.0,0.0,0.22799797356128693
50,2.4000000953674316,0.0,0.18961870670318604,0.0,0.0,0.0,0.0,0.16815036535263062,0.0,0.0,0.2328702062368393
51,2.43331241607666,0.0,0.1875453144311905,0.0,0.0,0.0,0.0,0.16622783243656158,0.0,0.0,0.23741327226161957
52,2.4666249752044678,0.0,0.18556588888168335,0.0,0.0,0.0,0.0,0.16448171436786652,0.0,0.0,0.24165043234825134
53,2.4999375343322754,0.0,0.18368741869926453,0.0,0.0,0.0,0.0,0.16288578510284424,0.0,0.0,0.24560298025608063
54,2.5333125591278076,0.0,0.18191251158714294,0.0,0.0,0.0,0.0,0.16141988337039948,0.0,0.0,0.2492905557155609
55,2.5666251182556152,0.0,0.1792716681957245,0.0,0.0,0.0,0.0,0.16104662418365479,0.0,0.0,0.25272640585899353
56,2.5999999046325684,0.0,0.1761178970336914,0.0,0.0,0.0,0.0,0.16139473021030426,0.0,0.0,0.2559291124343872
57,2.633312463760376,0.0,0.17269206047058105,0.0,0.0,0.0,0.0,0.16220712661743164,0.0,0.0,0.25891539454460144
58,2.6666250228881836,0.0,0.1691570281982422,0.0,0.0,0.0,0.0,0.16330662369728088,0.0,0.0,0.2617006003856659
59,2.700000047683716,0.0,0.1656213402748108,0.0,0.0,0.0,0.0,0.16457170248031616,0.0,0.0,0.2642987072467804
60,2.7333126068115234,0.0,0.16215594112873077,0.0,0.0,0.0,0.0,0.16591964662075043,0.0,0.0,0.2667226195335388
61,2.766624927520752,0.0,0.15880577266216278,0.0,0.0,0.0,0.0,0.16729480028152466,0.0,0.0,0.26898425817489624
62,2.799999952316284,0.0,0.15559788048267365,0.0,0.0,0.0,0.0,0.1686602085828781,0.0,0.0,0.2710946202278137
63,2.833312511444092,0.0,0.15254712104797363,0.0,0.0,0.0,0.0,0.16999194025993347,0.0,0.0,0.2730639576911926
